,State_Alpha,Metro_Area_Name,County_Name,2021,2020,2019,2018
2875,LA,"Lafayette, LA HUD Metro FMR Area",St. Martin Parish,72100,65200,66000,70400
2876,LA,"St. Mary Parish, LA",St. Mary Parish,53300,54200,53300,51600
2877,LA,"New Orleans-Metairie, LA HUD Metro FMR Area",St. Tammany Parish,70100,70400,67400,65600
2878,LA,"Hammond, LA MSA",Tangipahoa Parish,60500,54100,66300,63300
2879,LA,"Tensas Parish, LA",Tensas Parish,33500,34100,34400,35400
2880,LA,"Houma-Thibodaux, LA MSA",Terrebonne Parish,67600,67200,60800,61600
2881,LA,"Monroe, LA MSA",Union Parish,63800,56700,51200,52200
2882,LA,"Vermilion Parish, LA HUD Metro FMR Area",Vermilion Parish,65000,62800,62000,60300
2883,LA,"Vernon Parish, LA",Vernon Parish,59400,56800,56500,55500
2884,LA,"Washington Parish, LA",Washington Parish,47600,46500,47000,44300
2885,LA,"Webster Parish, LA HUD Metro FMR Area",Webster Parish,40800,44000,45800,46600
2886,LA,"Baton Rouge, LA HUD Metro FMR Area",West Baton Rouge Parish,79300,78500,73500,74800
2887,LA,"West Carroll Parish, LA",West Carroll Parish,48800,52600,49200,49400
2888,LA,"Baton Rouge, LA HUD Metro FMR Area",West Feliciana Parish,79300,78500,73500,74800
2889,LA,"Winn Parish, LA",Winn Parish,46000,43500,43900,43100
2890,ME,"Lewiston-Auburn, ME MSA",Androscoggin County,71200,75900,62600,63900
2904,ME,"Aroostook County, ME",Aroostook County,54900,55000,54700,56200
2977,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,78100,74000,71300
2980,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,78100,74000,90100
3005,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,78100,93000,71300
3008,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,78100,93000,90100
3033,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,100900,74000,71300
3036,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,100900,74000,90100
3061,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,100900,93000,71300
3064,ME,"Cumberland County, ME (part) HUD Metro FMR Area",Cumberland County,78500,100900,93000,90100
3089,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,78100,74000,71300
3092,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,78100,74000,90100
3117,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,78100,93000,71300
3120,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,78100,93000,90100
3145,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,100900,74000,71300
3148,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,100900,74000,90100
3173,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,100900,93000,71300
3176,ME,"Portland, ME HUD Metro FMR Area",Cumberland County,99900,100900,93000,90100
3201,ME,"Franklin County, ME",Franklin County,62500,60700,58900,55200
3228,ME,"Hancock County, ME",Hancock County,71800,70300,68400,64300
3269,ME,"Kennebec County, ME",Kennebec County,68700,77700,69900,66300
3299,ME,"Knox County, ME",Knox County,70400,68200,65500,64000
3319,ME,"Lincoln County, ME",Lincoln County,72000,73600,69400,65600
3340,ME,"Oxford County, ME",Oxford County,60400,58400,56700,53700
3379,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,57400,55500,53600
3381,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,57400,55500,72700
3446,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,57400,74000,53600
3448,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,57400,74000,72700
3513,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,72900,55500,53600
3515,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,72900,55500,72700
3580,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,72900,74000,53600
3582,ME,"Penobscot County, ME (part) HUD Metro FMR Area",Penobscot County,59200,72900,74000,72700
3647,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,57400,55500,53600
3649,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,57400,55500,72700
3714,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,57400,74000,53600
3716,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,57400,74000,72700
3781,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,72900,55500,53600
3783,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,72900,55500,72700
3848,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,72900,74000,53600
3850,ME,"Bangor, ME HUD Metro FMR Area",Penobscot County,72700,72900,74000,72700
3915,ME,"Piscataquis County, ME",Piscataquis County,53900,52800,52200,49700
3938,ME,"Sagadahoc County, ME HUD Metro FMR Area",Sagadahoc County,78300,78500,73900,70800
3949,ME,"Somerset County, ME",Somerset County,57200,57500,56100,53300
3986,ME,"Waldo County, ME",Waldo County,66000,65500,59600,57600
4012,ME,"Washington County, ME",Washington County,56400,53800,51300,49000
4061,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,73300,72200
4064,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,73300,91400
4066,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,73300,90100
4090,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,95300,72200
4093,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,95300,91400
4095,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,95300,90100
4119,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,93000,72200
4122,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,93000,91400
4124,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,79000,93000,90100
4148,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,73300,72200
4151,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,73300,91400
4153,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,73300,90100
4177,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,95300,72200
4180,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,95300,91400
4182,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,95300,90100
4206,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,93000,72200
4209,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,93000,91400
4211,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100700,93000,90100
4235,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,73300,72200
4238,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,73300,91400
4240,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,73300,90100
4264,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,95300,72200
4267,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,95300,91400
4269,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,95300,90100
4293,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,93000,72200
4296,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,93000,91400
4298,ME,"York County, ME (part) HUD Metro FMR Area",York County,84200,100900,93000,90100
4322,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,73300,72200
4325,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,73300,91400
4327,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,73300,90100
4351,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,95300,72200
4354,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,95300,91400
4356,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,95300,90100
4380,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,93000,72200
4383,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,93000,91400
4385,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,79000,93000,90100
4409,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,73300,72200
4412,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,73300,91400
4414,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,73300,90100
4438,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,95300,72200
4441,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,95300,91400
4443,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,95300,90100
4467,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,93000,72200
4470,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,93000,91400
4472,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100700,93000,90100
4496,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,73300,72200
4499,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,73300,91400
4501,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,73300,90100
4525,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,95300,72200
4528,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,95300,91400
4530,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,95300,90100
4554,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,93000,72200
4557,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,93000,91400
4559,ME,"York-Kittery-South Berwick, ME HUD Metro FMR Area",York County,105300,100900,93000,90100
4583,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,73300,72200
4586,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,73300,91400
4588,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,73300,90100
4612,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,95300,72200
4615,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,95300,91400
4617,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,95300,90100
4641,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,93000,72200
4644,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,93000,91400
4646,ME,"Portland, ME HUD Metro FMR Area",York County,99900,79000,93000,90100
4670,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,73300,72200
4673,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,73300,91400
4675,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,73300,90100
4699,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,95300,72200
4702,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,95300,91400
4704,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,95300,90100
4728,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,93000,72200
4731,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,93000,91400
4733,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100700,93000,90100
4757,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,73300,72200
4760,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,73300,91400
4762,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,73300,90100
4786,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,95300,72200
4789,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,95300,91400
4791,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,95300,90100
4815,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,93000,72200
4818,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,93000,91400
4820,ME,"Portland, ME HUD Metro FMR Area",York County,99900,100900,93000,90100
4844,MD,"Cumberland, MD-WV MSA",Allegany County,60800,61900,59300,55500
4845,MD,"Baltimore-Columbia-Towson, MD MSA",Anne Arundel County,105100,104000,101000,94900
4846,MD,"Baltimore-Columbia-Towson, MD MSA",Baltimore County,105100,104000,101000,94900
4847,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Calvert County,129000,126000,121300,117200
4848,MD,"Caroline County, MD",Caroline County,68900,67500,62500,63600
4849,MD,"Baltimore-Columbia-Towson, MD MSA",Carroll County,105100,104000,101000,94900
4850,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Cecil County,94500,96600,90100,87400
4851,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Charles County,129000,126000,121300,117200
4852,MD,"Dorchester County, MD",Dorchester County,68800,68400,65500,63200
4853,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Frederick County,129000,126000,121300,117200
4854,MD,"Garrett County, MD",Garrett County,62800,61500,60400,58200
4855,MD,"Baltimore-Columbia-Towson, MD MSA",Harford County,105100,104000,101000,94900
4856,MD,"Baltimore-Columbia-Towson, MD MSA",Howard County,105100,104000,101000,94900
4857,MD,"Kent County, MD",Kent County,78500,78700,75700,74600
4858,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Montgomery County,129000,126000,121300,117200
4859,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",Prince George's County,129000,126000,121300,117200
4860,MD,"Baltimore-Columbia-Towson, MD MSA",Queen Anne's County,105100,104000,101000,94900
4861,MD,"California-Lexington Park, MD MSA",St. Mary's County,116500,103600,101700,103400
4862,MD,"Somerset County, MD HUD Metro FMR Area",Somerset County,54000,54800,49800,49500
4863,MD,"Talbot County, MD",Talbot County,87400,85900,80100,77400
4864,MD,"Hagerstown, MD HUD Metro FMR Area",Washington County,77200,79800,75300,72800
4865,MD,"Salisbury, MD HUD Metro FMR Area",Wicomico County,70500,67500,65600,71800
4866,MD,"Worcester County, MD HUD Metro FMR Area",Worcester County,80800,76000,72600,72300
4867,MD,"Baltimore-Columbia-Towson, MD MSA",Baltimore city,105100,104000,101000,94900
4868,MA,"Barnstable Town, MA MSA",Barnstable County,89300,96600,91300,86200
4883,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,90900,80000,64800
4884,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,90900,80000,74800
4915,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,90900,78900,64800
4916,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,90900,78900,74800
4947,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,80900,80000,64800
4948,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,80900,80000,74800
4979,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,80900,78900,64800
4980,MA,"Pittsfield, MA HUD Metro FMR Area",Berkshire County,85000,80900,78900,74800
5011,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,90900,80000,64800
5012,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,90900,80000,74800
5043,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,90900,78900,64800
5044,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,90900,78900,74800
5075,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,80900,80000,64800
5076,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,80900,80000,74800
5107,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,80900,78900,64800
5108,MA,"Berkshire County, MA (part) HUD Metro FMR Area",Berkshire County,83900,80900,78900,74800
5139,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,75700,65200
5140,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,75700,80600
5141,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,75700,88600
5144,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,75700,116100
5159,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,81900,65200
5160,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,81900,80600
5161,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,81900,88600
5164,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,81900,116100
5179,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,106500,65200
5180,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,106500,80600
5181,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,106500,88600
5184,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,106500,116100
5199,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,117900,65200
5200,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,117900,80600
5201,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,117900,88600
5204,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,74300,117900,116100
5219,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,75700,65200
5220,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,75700,80600
5221,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,75700,88600
5224,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,75700,116100
5239,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,81900,65200
5240,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,81900,80600
5241,MA,"New Bedford, MA HUD Metro FMR Area",Bristol County,74500,87000,81900,88600
